human,machine
5/17/89,1989-05-17
wednesday october 2 2013,2013-10-02
tuesday march 3 1970,1970-03-03
thursday february 12 2009,2009-02-12
sunday july 22 1979,1979-07-22
14.10.82,1982-10-14
15 dec 1986,1986-12-15
sunday july 27 1986,1986-07-27
tuesday august 8 1978,1978-08-08
12/8/09,2009-12-08
21 apr 2007,2007-04-21
8 sep 1995,1995-09-08
wednesday december 17 1997,1997-12-17
28 nov 1974,1974-11-28
monday august 7 2017,2017-08-07
november 26 2013,2013-11-26
01.04.91,1991-04-01
25 april 2002,2002-04-25
10/28/94,1994-10-28
may 30 1974,1974-05-30
19 03 98,1998-03-19
saturday may 19 1990,1990-05-19
saturday july 20 1996,1996-07-20
25 june 2005,2005-06-25
23 oct 1991,1991-10-23
4/24/18,2018-04-24
friday april 14 2006,2006-04-14
10/17/12,2012-10-17
24 04 13,2013-04-24
march 16 2000,2000-03-16
monday march 7 2011,2011-03-07
october 7 1986,1986-10-07
18 apr 1973,1973-04-18
wednesday may 16 1990,1990-05-16
jun 13 1977,1977-06-13
16 05 09,2009-05-16
11.10.00,2000-10-11
monday september 3 2018,2018-09-03
thursday october 26 2017,2017-10-26
saturday august 9 2003,2003-08-09
friday november 15 2013,2013-11-15
saturday august 4 2018,2018-08-04
saturday november 28 1970,1970-11-28
10 feb 1997,1997-02-10
9/9/11,2011-09-09
16 jan 2014,2014-01-16
tuesday january 15 1974,1974-01-15
nov 23 2002,2002-11-23
12 jun 2017,2017-06-12
monday july 12 2010,2010-07-12
wednesday june 4 1980,1980-06-04
18 dec 2014,2014-12-18
sunday january 4 1976,1976-01-04
24.08.72,1972-08-24
24 oct 1988,1988-10-24
may 20 1995,1995-05-20
11 nov 1989,1989-11-11
05 apr 1981,1981-04-05
13.10.07,2007-10-13
monday october 1 1984,1984-10-01
thursday april 13 1972,1972-04-13
july 30 2016,2016-07-30
9 sep 1976,1976-09-09
wednesday november 24 1993,1993-11-24
saturday september 2 1972,1972-09-02
sunday july 27 2008,2008-07-27
24 apr 1973,1973-04-24
september 25 1993,1993-09-25
jun 7 2015,2015-06-07
9 september 2013,2013-09-09
november 27 1996,1996-11-27
thursday may 4 1995,1995-05-04
friday september 9 1977,1977-09-09
wednesday february 27 1985,1985-02-27
may 5 2015,2015-05-05
02.09.76,1976-09-02
jul 31 1973,1973-07-31
july 17 2011,2011-07-17
friday april 15 1988,1988-04-15
12 feb 1987,1987-02-12
september 26 1995,1995-09-26
friday july 28 1972,1972-07-28
saturday october 2 1976,1976-10-02
wednesday november 18 1998,1998-11-18
friday june 25 2004,2004-06-25
tuesday august 24 1999,1999-08-24
12 02 14,2014-02-12
tuesday march 25 1986,1986-03-25
30 09 03,2003-09-30
thursday june 16 1977,1977-06-16
24 february 1999,1999-02-24
tuesday march 30 2004,2004-03-30
monday june 19 2000,2000-06-19
monday june 14 1971,1971-06-14
11 jul 1993,1993-07-11
friday october 11 1974,1974-10-11
7 december 1975,1975-12-07
jul 10 2013,2013-07-10
25 06 84,1984-06-25
14 jul 2007,2007-07-14
08 aug 1985,1985-08-08
7/16/95,1995-07-16
27 03 03,2003-03-27
monday june 9 2008,2008-06-09
friday january 21 1994,1994-01-21
tuesday october 16 2007,2007-10-16
thursday december 27 1984,1984-12-27
november 18 1976,1976-11-18
06.05.80,1980-05-06
20 sep 2002,2002-09-20
22 apr 1979,1979-04-22
saturday february 3 2018,2018-02-03
06 aug 2018,2018-08-06
wednesday august 15 2007,2007-08-15
tuesday february 18 2014,2014-02-18
7 september 2015,2015-09-07
10 02 90,1990-02-10
may 22 2018,2018-05-22
7 january 1975,1975-01-07
wednesday may 6 2015,2015-05-06
thursday november 11 1993,1993-11-11
saturday november 25 1972,1972-11-25
wednesday february 15 1984,1984-02-15
wednesday january 4 1989,1989-01-04
26 12 11,2011-12-26
july 12 2000,2000-07-12
friday july 23 1999,1999-07-23
7/30/86,1986-07-30
wednesday june 27 2018,2018-06-27
monday july 12 2010,2010-07-12
august 12 1983,1983-08-12
4 feb 1997,1997-02-04
february 27 1997,1997-02-27
18 may 1993,1993-05-18
saturday september 14 1996,1996-09-14
8 aug 1979,1979-08-08
5 may 1990,1990-05-05
12 sep 1986,1986-09-12
20 february 1990,1990-02-20
25 oct 2007,2007-10-25
15 nov 2013,2013-11-15
1 august 1974,1974-08-01
12 june 1995,1995-06-12
sunday april 7 1974,1974-04-07
26 dec 2005,2005-12-26
sunday january 9 1972,1972-01-09
saturday october 8 2011,2011-10-08
06.07.14,2014-07-06
friday july 31 2009,2009-07-31
12.12.15,2015-12-12
20 08 83,1983-08-20
23.01.01,2001-01-23
thursday january 22 2004,2004-01-22
03.10.03,2003-10-03
25 may 2004,2004-05-25
10 may 2008,2008-05-10
25.04.76,1976-04-25
november 9 2015,2015-11-09
sunday august 22 2004,2004-08-22
saturday june 24 1972,1972-06-24
12 dec 2000,2000-12-12
friday march 14 2003,2003-03-14
17 aug 1973,1973-08-17
tuesday october 2 1990,1990-10-02
31 oct 1979,1979-10-31
13 jan 1985,1985-01-13
saturday may 16 1970,1970-05-16
23 jan 2008,2008-01-23
dec 7 2004,2004-12-07
17 october 2010,2010-10-17
13 january 2011,2011-01-13
5 december 2007,2007-12-05
january 8 1998,1998-01-08
saturday august 29 2009,2009-08-29
sunday june 19 1983,1983-06-19
april 16 1976,1976-04-16
28 february 2017,2017-02-28
05 aug 2011,2011-08-05
11/5/70,1970-11-05
sunday november 8 1998,1998-11-08
5 august 1986,1986-08-05
november 23 1978,1978-11-23
friday august 8 2008,2008-08-08
monday october 4 2004,2004-10-04
04 may 2010,2010-05-04
thursday february 11 1982,1982-02-11
tuesday may 21 1974,1974-05-21
saturday march 5 2011,2011-03-05
24 november 2015,2015-11-24
tuesday march 21 1972,1972-03-21
12 october 1984,1984-10-12
thursday january 2 1992,1992-01-02
8 jul 1993,1993-07-08
saturday july 7 2001,2001-07-07
29 june 1981,1981-06-29
16 march 1992,1992-03-16
29 jan 2002,2002-01-29
sunday september 27 1998,1998-09-27
sunday october 17 1999,1999-10-17
march 11 1987,1987-03-11
wednesday august 16 1978,1978-08-16
march 10 1974,1974-03-10
19 dec 2012,2012-12-19
april 29 2013,2013-04-29
jan 17 1994,1994-01-17
6/18/90,1990-06-18
saturday september 11 1993,1993-09-11
22 november 2014,2014-11-22
10 apr 2007,2007-04-10
sunday october 7 2007,2007-10-07
saturday june 15 1985,1985-06-15
tuesday february 17 1987,1987-02-17
14 dec 1998,1998-12-14
24 february 1991,1991-02-24
thursday june 21 1984,1984-06-21
may 9 1988,1988-05-09
saturday march 21 1981,1981-03-21
friday october 31 2008,2008-10-31
20 july 1998,1998-07-20
13 december 1983,1983-12-13
31 january 2006,2006-01-31
april 6 2008,2008-04-06
october 2 1981,1981-10-02
10 may 2016,2016-05-10
saturday july 28 2001,2001-07-28
dec 3 2000,2000-12-03
12/24/74,1974-12-24
may 22 1975,1975-05-22
27 01 88,1988-01-27
dec 15 2012,2012-12-15
wednesday september 28 2005,2005-09-28
23 sep 2015,2015-09-23
monday january 17 1983,1983-01-17
17 aug 1983,1983-08-17
friday august 31 2001,2001-08-31
4 04 84,1984-04-04
6 mar 1973,1973-03-06
wednesday may 29 2013,2013-05-29
friday may 1 1970,1970-05-01
saturday december 14 1996,1996-12-14
7 oct 1985,1985-10-07
tuesday february 2 2010,2010-02-02
january 20 1976,1976-01-20
27 march 2005,2005-03-27
23 november 1975,1975-11-23
sunday april 28 1996,1996-04-28
tuesday april 3 1984,1984-04-03
11 jul 2016,2016-07-11
2 jul 1980,1980-07-02
tuesday june 2 1970,1970-06-02
06 dec 1987,1987-12-06
march 5 2017,2017-03-05
march 1 1982,1982-03-01
friday may 31 2002,2002-05-31
27 july 1983,1983-07-27
december 14 2002,2002-12-14
saturday june 1 1985,1985-06-01
august 10 2005,2005-08-10
7 dec 1986,1986-12-07
monday may 24 1971,1971-05-24
23 may 2000,2000-05-23
10/25/00,2000-10-25
21 september 2005,2005-09-21
15.07.00,2000-07-15
march 31 2000,2000-03-31
28 apr 2010,2010-04-28
june 23 1992,1992-06-23
thursday may 17 2001,2001-05-17
december 30 1989,1989-12-30
04 dec 1993,1993-12-04
monday october 1 1979,1979-10-01
monday august 15 2011,2011-08-15
21 jun 1971,1971-06-21
saturday december 2 1972,1972-12-02
dec 26 1989,1989-12-26
july 26 1970,1970-07-26
08 jan 1989,1989-01-08
18 oct 2017,2017-10-18
september 17 2017,2017-09-17
25.02.79,1979-02-25
27 oct 1998,1998-10-27
apr 9 2000,2000-04-09
sunday march 3 1985,1985-03-03
11 mar 2004,2004-03-11
monday january 11 1993,1993-01-11
saturday august 14 1999,1999-08-14
24 march 2007,2007-03-24
5 09 84,1984-09-05
tuesday october 2 1984,1984-10-02
wednesday february 1 2012,2012-02-01
10.07.79,1979-07-10
may 22 1975,1975-05-22
29 jan 1977,1977-01-29
4/16/08,2008-04-16
wednesday november 4 1998,1998-11-04
02.10.02,2002-10-02
april 30 2018,2018-04-30
saturday june 17 1995,1995-06-17
november 14 1982,1982-11-14
27 apr 1992,1992-04-27
sunday january 18 1998,1998-01-18
25 01 84,1984-01-25
monday march 15 1976,1976-03-15
23 06 93,1993-06-23
6/20/13,2013-06-20
18 march 1978,1978-03-18
thursday may 8 1980,1980-05-08
wednesday october 28 1992,1992-10-28
saturday april 8 2000,2000-04-08
sunday may 7 2000,2000-05-07
28 mar 2003,2003-03-28
february 21 1983,1983-02-21
sunday march 30 2008,2008-03-30
03 aug 1983,1983-08-03
18.08.71,1971-08-18
thursday november 6 1980,1980-11-06
02 jan 2016,2016-01-02
tuesday january 6 1987,1987-01-06
21 mar 1988,1988-03-21
8 february 2004,2004-02-08
august 15 2009,2009-08-15
mar 17 2001,2001-03-17
september 17 2013,2013-09-17
16 mar 2007,2007-03-16
wednesday august 9 1972,1972-08-09
tuesday may 10 2011,2011-05-10
sunday july 26 1998,1998-07-26
tuesday may 29 2018,2018-05-29
october 21 1982,1982-10-21
10 04 84,1984-04-10
sunday july 30 1978,1978-07-30
monday january 29 2007,2007-01-29
wednesday january 10 1990,1990-01-10
monday july 18 2005,2005-07-18
thursday june 21 1984,1984-06-21
11 aug 1985,1985-08-11
28 dec 1983,1983-12-28
tuesday november 13 1973,1973-11-13
tuesday may 1 2018,2018-05-01
saturday august 26 1978,1978-08-26
friday february 28 2003,2003-02-28
04 oct 1990,1990-10-04
monday june 13 2005,2005-06-13
20 feb 1976,1976-02-20
2 march 2007,2007-03-02
25 nov 1982,1982-11-25
15 sep 1977,1977-09-15
27 september 2011,2011-09-27
saturday february 15 1986,1986-02-15
17 03 88,1988-03-17
monday april 12 1999,1999-04-12
aug 8 1995,1995-08-08
22 aug 1991,1991-08-22
17 02 79,1979-02-17
january 31 2002,2002-01-31
thursday january 10 2013,2013-01-10
11/14/08,2008-11-14
16 september 2015,2015-09-16
saturday april 27 1996,1996-04-27
friday february 26 1988,1988-02-26
may 16 2014,2014-05-16
october 2 1981,1981-10-02
thursday august 23 2007,2007-08-23
6 nov 1977,1977-11-06
thursday december 22 2016,2016-12-22
september 12 2000,2000-09-12
wednesday july 8 1970,1970-07-08
october 24 1996,1996-10-24
thursday december 7 1972,1972-12-07
7 june 1971,1971-06-07
tuesday june 3 1980,1980-06-03
friday december 25 2009,2009-12-25
22 aug 2000,2000-08-22
monday july 2 2007,2007-07-02
wednesday november 6 1985,1985-11-06
18 07 73,1973-07-18
1 08 78,1978-08-01
august 13 2014,2014-08-13
4 december 1974,1974-12-04
thursday march 21 1996,1996-03-21
10 feb 1987,1987-02-10
monday september 18 1989,1989-09-18
monday may 19 1986,1986-05-19
20 jun 1990,1990-06-20
9 july 1989,1989-07-09
9/27/04,2004-09-27
9 february 1975,1975-02-09
sunday october 6 2002,2002-10-06
11 june 1995,1995-06-11
23 02 16,2016-02-23
10/7/71,1971-10-07
monday june 28 2010,2010-06-28
21 jun 1977,1977-06-21
august 29 1978,1978-08-29
sunday june 17 2007,2007-06-17
28 may 2000,2000-05-28
wednesday july 9 1986,1986-07-09
tuesday march 17 2009,2009-03-17
tuesday november 21 2017,2017-11-21
27 january 1981,1981-01-27
august 11 1985,1985-08-11
june 30 1995,1995-06-30
20 may 1972,1972-05-20
monday july 5 1976,1976-07-05
october 15 1983,1983-10-15
21 jul 1993,1993-07-21
mar 8 1996,1996-03-08
tuesday august 14 2001,2001-08-14
21 may 2004,2004-05-21
november 4 2004,2004-11-04
sep 25 1989,1989-09-25
20 jun 1988,1988-06-20
sunday november 16 1986,1986-11-16
20 october 2011,2011-10-20
sunday october 19 2003,2003-10-19
20.10.80,1980-10-20
sunday july 25 2010,2010-07-25
saturday september 20 1997,1997-09-20
tuesday april 26 1988,1988-04-26
april 7 2008,2008-04-07
16 oct 1977,1977-10-16
05 nov 1996,1996-11-05
27 may 2005,2005-05-27
friday october 12 2007,2007-10-12
wednesday october 15 2008,2008-10-15
23 sep 2015,2015-09-23
thursday may 3 2018,2018-05-03
9 05 76,1976-05-09
9/24/70,1970-09-24
friday january 6 1995,1995-01-06
9/6/06,2006-09-06
sunday february 18 2007,2007-02-18
14 june 2018,2018-06-14
07.01.96,1996-01-07
friday august 24 2012,2012-08-24
17 may 2015,2015-05-17
september 6 2000,2000-09-06
sunday july 25 2004,2004-07-25
sunday march 3 1974,1974-03-03
thursday may 7 1992,1992-05-07
saturday september 3 2005,2005-09-03
16 mar 1995,1995-03-16
thursday june 22 2000,2000-06-22
wednesday july 11 1990,1990-07-11
dec 30 1974,1974-12-30
june 4 2011,2011-06-04
friday february 27 1981,1981-02-27
20 sep 2010,2010-09-20
saturday april 2 1988,1988-04-02
9 august 2008,2008-08-09
july 28 2018,2018-07-28
saturday july 8 1972,1972-07-08
december 5 2010,2010-12-05
2/14/71,1971-02-14
17 december 1979,1979-12-17
saturday december 15 1979,1979-12-15
jul 2 1980,1980-07-02
thursday april 4 1985,1985-04-04
12/26/14,2014-12-26
monday february 18 2008,2008-02-18
20 september 2017,2017-09-20
01 may 2002,2002-05-01
sunday july 31 1988,1988-07-31
tuesday april 13 2010,2010-04-13
april 4 1996,1996-04-04
21 february 2006,2006-02-21
january 18 2004,2004-01-18
saturday april 22 1995,1995-04-22
nov 18 1987,1987-11-18
tuesday october 2 1990,1990-10-02
jan 2 1972,1972-01-02
3/17/06,2006-03-17
sunday june 15 1975,1975-06-15
wednesday november 13 1996,1996-11-13
13 june 1979,1979-06-13
11/24/01,2001-11-24
7 11 82,1982-11-07
3/4/95,1995-03-04
saturday august 5 1995,1995-08-05
thursday september 6 1973,1973-09-06
23.01.95,1995-01-23
30 september 1988,1988-09-30
august 27 1975,1975-08-27
saturday june 10 1989,1989-06-10
2/7/04,2004-02-07
05 oct 1988,1988-10-05
apr 2 2011,2011-04-02
september 10 2012,2012-09-10
sunday june 8 2003,2003-06-08
10 12 88,1988-12-10
thursday september 30 1976,1976-09-30
sunday april 8 1990,1990-04-08
jan 9 1983,1983-01-09
thursday june 20 1991,1991-06-20
2/18/09,2009-02-18
january 5 1986,1986-01-05
5/23/04,2004-05-23
tuesday march 4 1975,1975-03-04
12 aug 1987,1987-08-12
saturday january 7 1978,1978-01-07
9 march 2003,2003-03-09
wednesday march 5 1986,1986-03-05
20.06.90,1990-06-20
16 dec 1984,1984-12-16
april 14 2005,2005-04-14
20 nov 2012,2012-11-20
sunday february 13 2000,2000-02-13
9 05 98,1998-05-09
wednesday april 3 2013,2013-04-03
3 11 70,1970-11-03
wednesday december 13 1972,1972-12-13
friday september 15 1989,1989-09-15
12 oct 2016,2016-10-12
3 05 95,1995-05-03
18 08 79,1979-08-18
6/5/70,1970-06-05
wednesday january 8 1986,1986-01-08
august 30 1990,1990-08-30
thursday february 12 1970,1970-02-12
sunday september 2 1979,1979-09-02
16 june 2010,2010-06-16
thursday march 7 1991,1991-03-07
friday may 21 1976,1976-05-21
27 jun 1988,1988-06-27
11 09 74,1974-09-11
april 21 1986,1986-04-21
friday november 6 2009,2009-11-06
wednesday september 13 1972,1972-09-13
february 24 1997,1997-02-24
03 feb 1977,1977-02-03
tuesday january 14 1992,1992-01-14
29.04.94,1994-04-29
jul 20 1986,1986-07-20
friday december 1 2006,2006-12-01
3/20/78,1978-03-20
30.10.80,1980-10-30
tuesday march 2 1993,1993-03-02
27 january 1981,1981-01-27
22 june 1977,1977-06-22
10 december 1996,1996-12-10
sunday july 16 1978,1978-07-16
monday october 21 1985,1985-10-21
22 aug 2013,2013-08-22
14.07.18,2018-07-14
28 october 2005,2005-10-28
11.09.03,2003-09-11
saturday january 25 2003,2003-01-25
wednesday may 28 2003,2003-05-28
16 march 1977,1977-03-16
1 dec 1991,1991-12-01
5 july 1976,1976-07-05
friday october 5 2012,2012-10-05
28 january 1985,1985-01-28
monday june 26 1989,1989-06-26
thursday december 9 1993,1993-12-09
september 26 1974,1974-09-26
february 17 1988,1988-02-17
wednesday may 23 2007,2007-05-23
22 04 17,2017-04-22
july 24 1973,1973-07-24
monday december 29 2014,2014-12-29
26 jun 1992,1992-06-26
sunday january 26 1986,1986-01-26
09.06.83,1983-06-09
28 march 1970,1970-03-28
21 apr 1985,1985-04-21
thursday november 24 1977,1977-11-24
saturday january 17 2015,2015-01-17
28 11 06,2006-11-28
monday february 28 2000,2000-02-28
sunday february 13 1977,1977-02-13
may 9 2001,2001-05-09
thursday april 28 1983,1983-04-28
29 may 2000,2000-05-29
26 07 01,2001-07-26
tuesday november 14 1978,1978-11-14
6 october 2017,2017-10-06
friday april 4 1986,1986-04-04
saturday april 28 2001,2001-04-28
wednesday may 16 1990,1990-05-16
tuesday april 10 2012,2012-04-10
friday april 13 1990,1990-04-13
23 august 2006,2006-08-23
07 mar 1973,1973-03-07
8 april 2013,2013-04-08
saturday july 2 2005,2005-07-02
monday april 15 2002,2002-04-15
1/11/02,2002-01-11
thursday september 17 1987,1987-09-17
20 jul 1978,1978-07-20
wednesday march 3 2010,2010-03-03
friday june 15 2007,2007-06-15
monday august 6 1990,1990-08-06
aug 18 1992,1992-08-18
jan 15 1981,1981-01-15
13 june 1998,1998-06-13
tuesday january 15 2013,2013-01-15
saturday february 16 2013,2013-02-16
monday april 5 2004,2004-04-05
23 september 2008,2008-09-23
monday january 20 1997,1997-01-20
17 january 1993,1993-01-17
14 apr 2015,2015-04-14
13 03 83,1983-03-13
28 mar 2016,2016-03-28
jun 5 1973,1973-06-05
saturday december 13 2014,2014-12-13
10/19/78,1978-10-19
26 dec 2004,2004-12-26
26 may 1986,1986-05-26
saturday may 27 1978,1978-05-27
tuesday april 26 1977,1977-04-26
9/10/94,1994-09-10
wednesday september 25 2002,2002-09-25
30 november 2010,2010-11-30
tuesday december 31 1996,1996-12-31
24 oct 1991,1991-10-24
8 apr 1990,1990-04-08
wednesday april 15 1981,1981-04-15
december 13 1993,1993-12-13
thursday november 3 1994,1994-11-03
may 14 1981,1981-05-14
monday december 15 2014,2014-12-15
10 mar 1974,1974-03-10
24 september 1989,1989-09-24
january 15 1993,1993-01-15
15 may 1972,1972-05-15
saturday march 12 2011,2011-03-12
march 12 1995,1995-03-12
tuesday june 22 2004,2004-06-22
22 may 2017,2017-05-22
thursday august 7 1997,1997-08-07
sunday april 14 1974,1974-04-14
monday april 12 1982,1982-04-12
november 12 1975,1975-11-12
05 jan 1979,1979-01-05
13.09.02,2002-09-13
14 june 1983,1983-06-14
thursday april 17 2003,2003-04-17
wednesday august 7 1996,1996-08-07
december 21 1981,1981-12-21
tuesday march 30 1999,1999-03-30
january 16 2017,2017-01-16
7 november 1979,1979-11-07
2/18/90,1990-02-18
monday march 13 1995,1995-03-13
thursday september 25 1980,1980-09-25
30 mar 1985,1985-03-30
wednesday march 3 1982,1982-03-03
saturday march 13 1993,1993-03-13
16 mar 2004,2004-03-16
26 september 1971,1971-09-26
august 2 2001,2001-08-02
15 october 1997,1997-10-15
oct 30 1985,1985-10-30
01.01.17,2017-01-01
apr 1 1983,1983-04-01
january 16 1985,1985-01-16
18 january 2014,2014-01-18
5 november 1995,1995-11-05
3 june 2014,2014-06-03
saturday may 11 2002,2002-05-11
may 20 1999,1999-05-20
12 08 99,1999-08-12
monday december 2 1985,1985-12-02
monday september 24 2001,2001-09-24
friday july 14 1978,1978-07-14
30 06 10,2010-06-30
mar 31 1990,1990-03-31
friday october 5 1984,1984-10-05
28 dec 2011,2011-12-28
jul 4 2015,2015-07-04
23 december 1989,1989-12-23
september 17 1989,1989-09-17
thursday february 26 1998,1998-02-26
saturday september 15 1973,1973-09-15
15 jan 2004,2004-01-15
15 jul 1998,1998-07-15
6 04 17,2017-04-06
29 dec 2016,2016-12-29
6 07 07,2007-07-06
friday october 12 2007,2007-10-12
11 11 04,2004-11-11
wednesday march 28 1979,1979-03-28
april 24 1984,1984-04-24
january 7 1980,1980-01-07
11 april 1974,1974-04-11
sunday june 20 1993,1993-06-20
september 11 2008,2008-09-11
monday november 1 1976,1976-11-01
saturday june 14 2008,2008-06-14
2 march 1978,1978-03-02
11.12.11,2011-12-11
thursday september 11 2008,2008-09-11
wednesday november 21 1984,1984-11-21
saturday may 19 2018,2018-05-19
18.10.96,1996-10-18
25 jun 1999,1999-06-25
may 16 2016,2016-05-16
friday february 22 1985,1985-02-22
wednesday march 26 2014,2014-03-26
tuesday june 29 1971,1971-06-29
sunday december 14 1986,1986-12-14
wednesday july 31 1996,1996-07-31
friday june 7 2002,2002-06-07
monday july 14 2014,2014-07-14
18 aug 2013,2013-08-18
11 march 1992,1992-03-11
wednesday march 13 1985,1985-03-13
monday september 8 2003,2003-09-08
thursday october 23 2008,2008-10-23
